Sample	HILIC_NEG_2-aminoadipate	HILIC_NEG_2-furoylglycine	HILIC_NEG_2-hydroxyglutarate	HILIC_NEG_3-4-dihydroxybenzylamine	HILIC_NEG_3-4-dihydroxyphenylglycol	HILIC_NEG_3-hydroxykynurenate	HILIC_NEG_3-methyladipate/pimelate	HILIC_NEG_4-hydroxybenzaldehyde	HILIC_NEG_4-hydroxybenzeneacetonitrile	HILIC_NEG_4-pyridoxate	HILIC_NEG_adenine	HILIC_NEG_adipate	HILIC_NEG_alanine	HILIC_NEG_alpha-glycerophosphate	HILIC_NEG_alpha-hydroxybutyrate/beta-hydroxybutyrate	HILIC_NEG_alpha-ketoglutarate	HILIC_NEG_arginine	HILIC_NEG_ascorbate	HILIC_NEG_aspartate	HILIC_NEG_azelaic acid	HILIC_NEG_benzoate	HILIC_NEG_butyrate	HILIC_NEG_caproate	HILIC_NEG_caprylate	HILIC_NEG_chenodeoxycholate/deoxycholate	HILIC_NEG_citrate/isocitrate	HILIC_NEG_citrulline	HILIC_NEG_corticosterone	HILIC_NEG_cytidine	HILIC_NEG_dCMP	HILIC_NEG_eicosapentaenoate	HILIC_NEG_erythronate	HILIC_NEG_fructose/glucose/galactose	HILIC_NEG_fumarate/maleate	HILIC_NEG_gentisate	HILIC_NEG_glucuronate	HILIC_NEG_glutamate	HILIC_NEG_glutamine	HILIC_NEG_glycerate	HILIC_NEG_glycocholate-d4	HILIC_NEG_glycodeoxycholate/glycochenodeoxycholate	HILIC_NEG_guanine	HILIC_NEG_guanosine	HILIC_NEG_hexose monophosphate	HILIC_NEG_histidine	HILIC_NEG_hydrocinnamate	HILIC_NEG_hypoxanthine	HILIC_NEG_indole-3-propionate	HILIC_NEG_indolelactate	HILIC_NEG_inositol	HILIC_NEG_isovalerate	HILIC_NEG_lactate	HILIC_NEG_lactose/sucrose/trehalose	HILIC_NEG_linoleoyl ethanolamide	HILIC_NEG_lithocholate	HILIC_NEG_lysine	HILIC_NEG_malate	HILIC_NEG_malonate	HILIC_NEG_methionine	HILIC_NEG_N6-acetyllysine	HILIC_NEG_nicotinate	HILIC_NEG_norepinephrine	HILIC_NEG_oxalate	HILIC_NEG_pantothenate	HILIC_NEG_pentose monophosphate	HILIC_NEG_phenylacetate	HILIC_NEG_phenylalanine	HILIC_NEG_proline	HILIC_NEG_propionate	HILIC_NEG_pyruvate	HILIC_NEG_quinate	HILIC_NEG_quinolinate	HILIC_NEG_riboflavin	HILIC_NEG_sebacate	HILIC_NEG_sorbitol	HILIC_NEG_suberate	HILIC_NEG_succinate	HILIC_NEG_taurine	HILIC_NEG_tetrahydro-1-methyl-beta-carboline-3-carboxylate	HILIC_NEG_theophylline	HILIC_NEG_threonine	HILIC_NEG_thymine	HILIC_NEG_thymine-d4	HILIC_NEG_tryptophan	HILIC_NEG_tyrosine	HILIC_NEG_uracil	HILIC_NEG_urate	HILIC_NEG_uridine	HILIC_NEG_xanthine	HILIC_NEG_xanthurenate	HILIC_NEG_xylose	HILIC_POS_1_2_4-trimethylbenzene	HILIC_POS_1-methyladenosine	HILIC_POS_1-methylguanosine/2-O-methylguanosine	HILIC_POS_1-methylhistamine	HILIC_POS_1-methylnicotinamide	HILIC_POS_2-deoxyadenosine	HILIC_POS_2-deoxycytidine	HILIC_POS_2^-O-methyladenosine/3^-O-methyladenosine	HILIC_POS_3-dehydroxycarnitine	HILIC_POS_3-hydroxyanthranilic acid	HILIC_POS_3-methoxytyramine	HILIC_POS_3-methylhistidine	HILIC_POS_4-guanidinobutanoic acid	HILIC_POS_5-aminolevulinic acid	HILIC_POS_5-HIAA	HILIC_POS_5-hydroxytryptophan	HILIC_POS_5-methylcytidine	HILIC_POS_5-methylcytosine	HILIC_POS_6_8-dihydroxypurine	HILIC_POS_acetaminophen	HILIC_POS_acetylcholine	HILIC_POS_adenosine	HILIC_POS_ADMA	HILIC_POS_adrenochrome	HILIC_POS_alanine	HILIC_POS_alanyalanine	HILIC_POS_alpha-glycerophosphocholine	HILIC_POS_anserine	HILIC_POS_anthranilic acid	HILIC_POS_arginine	HILIC_POS_asparagine	HILIC_POS_aspartate	HILIC_POS_atenolol	HILIC_POS_beta-alanine	HILIC_POS_beta-guanidinopropionic acid	HILIC_POS_betaine	HILIC_POS_bilirubin	HILIC_POS_C10:2 carnitine	HILIC_POS_C14 carnitine	HILIC_POS_C16:0 SM	HILIC_POS_C16 carnitine	HILIC_POS_C18:0 LPC	HILIC_POS_C18:1 carnitine	HILIC_POS_C18:1-OH carnitine	HILIC_POS_C18:2 carnitine	HILIC_POS_C18 carnitine	HILIC_POS_C20:4 carnitine	HILIC_POS_C20 carnitine	HILIC_POS_C26 carnitine	HILIC_POS_C2 carnitine	HILIC_POS_C3 carnitine	HILIC_POS_C3-DC-CH3 carnitine	HILIC_POS_C4 carnitine	HILIC_POS_C4-OH carnitine	HILIC_POS_C5:1 carnitine	HILIC_POS_C5 carnitine	HILIC_POS_C5-DC carnitine	HILIC_POS_C6 carnitine	HILIC_POS_C9 carnitine	HILIC_POS_cadaverine	HILIC_POS_carnitine	HILIC_POS_carnosine	HILIC_POS_cellobiose	HILIC_POS_cerulenin	HILIC_POS_choline	HILIC_POS_citrulline	HILIC_POS_cortexolone/2_1-deoxycortisol	HILIC_POS_cortisol	HILIC_POS_cortisone	HILIC_POS_cotinine	HILIC_POS_creatine	HILIC_POS_creatinine	HILIC_POS_cyclohexylamine	HILIC_POS_cytidine	HILIC_POS_cytosine	HILIC_POS_dimethylglycine	HILIC_POS_DMGV	HILIC_POS_DOPA	HILIC_POS_ectoine	HILIC_POS_GABA/alpha-aminoisobutyric acid	HILIC_POS_glutamate	HILIC_POS_glutamine	HILIC_POS_glycerol	HILIC_POS_glycine	HILIC_POS_guanidoacetic acid	HILIC_POS_guanine	HILIC_POS_guanosine	HILIC_POS_histamine	HILIC_POS_histidine	HILIC_POS_histidinol	HILIC_POS_homoserine	HILIC_POS_hydroxyproline	HILIC_POS_hypoxanthine	HILIC_POS_imidazoleacetic acid	HILIC_POS_isoleucine	HILIC_POS_kynurenic acid	HILIC_POS_leucine	HILIC_POS_lysine	HILIC_POS_m-coumaric acid	HILIC_POS_metanephrine	HILIC_POS_methionine	HILIC_POS_methionine sulfoxide	HILIC_POS_methylthioadenosine	HILIC_POS_mevalonic acid	HILIC_POS_N1-acetylspermidine	HILIC_POS_N1-acetylspermine	HILIC_POS_N6-acetyllysine	HILIC_POS_N-a-acetyarginine	HILIC_POS_N-acetylglutamine	HILIC_POS_N-acetylleucine	HILIC_POS_N-acetylornithine	HILIC_POS_N-acetylputrescine	HILIC_POS_N-acetyltryptophan	HILIC_POS_N-acetyphenylalanine	HILIC_POS_N-carbamoyl-beta-alanine	HILIC_POS_niacinamide	HILIC_POS_nicotinate	HILIC_POS_NMMA	HILIC_POS_nor-psi-tropine	HILIC_POS_ornithine	HILIC_POS_phenylalanine	HILIC_POS_phenylalanine-d8	HILIC_POS_phosphocholine	HILIC_POS_phytosphingosine	HILIC_POS_pipecolic acid	HILIC_POS_proline	HILIC_POS_proline betaine	HILIC_POS_pseudouridine	HILIC_POS_pterin	HILIC_POS_putrescine	HILIC_POS_pyridoxamine	HILIC_POS_pyroglutamic acid	HILIC_POS_quercetin	HILIC_POS_s-adenosylmethionine	HILIC_POS_sarcosine	HILIC_POS_SDMA	HILIC_POS_serine	HILIC_POS_serotonin	HILIC_POS_spermidine	HILIC_POS_sphinganine	HILIC_POS_taurine	HILIC_POS_thiamine	HILIC_POS_threonine	HILIC_POS_thymidine	HILIC_POS_trimethylamine-N-oxide	HILIC_POS_tryptophan	HILIC_POS_tyramine	HILIC_POS_tyrosine	HILIC_POS_urocanic acid	HILIC_POS_valine	HILIC_POS_valine-d8	HILIC_POS_xanthine	HILIC_POS_xanthosine	REV_NEG_10-heptadecenoate	REV_NEG_10-nonadecenoate	REV_NEG_12_13-diHOME	REV_NEG_13-docosenoate	REV_NEG_13-HODE	REV_NEG_16:0 PC(O)	REV_NEG_17-Methylstearate	REV_NEG_2-hydroxyhexadecanoate	REV_NEG_2-hydroxyibuprofen	REV_NEG_2-hydroxyoctanoate	REV_NEG_3-hydroxydecanoate	REV_NEG_4-hydroxystyrene	REV_NEG_5_6 diHETE	REV_NEG_9_10-diHOME	REV_NEG_acetytyrosine	REV_NEG_adrenate	REV_NEG_alpha-CEHC	REV_NEG_alpha-linolenate	REV_NEG_alpha-muricholate	REV_NEG_arachidate	REV_NEG_arachidonate	REV_NEG_azelate	REV_NEG_caprate	REV_NEG_caproate	REV_NEG_carboxyibuprofen	REV_NEG_carnosol	REV_NEG_chenodeoxycholate	REV_NEG_cholate	REV_NEG_crustecdysone	REV_NEG_deoxycholate	REV_NEG_dimethylurate	REV_NEG_docosahexaenoate	REV_NEG_docosapentaenoate	REV_NEG_dodecanedioate	REV_NEG_dodecanoate	REV_NEG_eicosadienoate	REV_NEG_eicosanedioate	REV_NEG_eicosapentaenoate	REV_NEG_eicosatrienoate	REV_NEG_eicosenoate	REV_NEG_formylmethionine	REV_NEG_gamma-linolenate	REV_NEG_glycochenodeoxycholate	REV_NEG_glycocholate	REV_NEG_glycodeoxycholate	REV_NEG_glycoursodeoxycholate	REV_NEG_heptadecanoate	REV_NEG_heptanoate	REV_NEG_hexadecanedioate	REV_NEG_hydrocinnamate	REV_NEG_hydroxymyristate	REV_NEG_hyodeoxycholate/ursodeoxycholate	REV_NEG_indoleacetate	REV_NEG_ketodeoxycholate	REV_NEG_levulinate	REV_NEG_linoleate	REV_NEG_lithocholate	REV_NEG_mandelate	REV_NEG_masilinate	REV_NEG_myristate	REV_NEG_myristoleate	REV_NEG_N-acetylalanine	REV_NEG_nonadecanoate	REV_NEG_oleanate	REV_NEG_oleate	REV_NEG_oxypurinol	REV_NEG_palmitate	REV_NEG_palmitoleate	REV_NEG_palmitoylethanolamide	REV_NEG_pentadecanoate	REV_NEG_PGE2-d4	REV_NEG_phenyllactate	REV_NEG_p-hydroxyphenylacetate	REV_NEG_phytanate	REV_NEG_porphobilinogen	REV_NEG_pregnenolone sulfate	REV_NEG_saccharin	REV_NEG_salicylate	REV_NEG_sebacate	REV_NEG_stearate	REV_NEG_taurochenodeoxycholate	REV_NEG_taurocholate	REV_NEG_taurodeoxycholate	REV_NEG_taurohyodeoxycholate/tauroursodeoxycholate	REV_NEG_taurolithocholate	REV_NEG_tetradecanedioate	REV_NEG_theophylline	REV_NEG_undecanedionate	REV_NEG_urobilin	REV_POS_7-Dehydrodesmosterol	REV_POS_C14:1 MAG +NH4	REV_POS_C16:0 CE	REV_POS_C16:0 CE +NH4	REV_POS_C16:0 Ceramide (d18:1)	REV_POS_C16:0 LPC	REV_POS_C16:0 LPE	REV_POS_C16:0 SM	REV_POS_C16:1 CE	REV_POS_C16:1 MAG	REV_POS_C18:0 CE	REV_POS_C18:0 LPC	REV_POS_C18:0 LPE	REV_POS_C18:0 MAG	REV_POS_C18:0 MAG +NH4	REV_POS_C18:0 SM	REV_POS_C18:1 CE	REV_POS_C18:1 CE +NH4	REV_POS_C18:1 LPC	REV_POS_C18:1 LPE	REV_POS_C18:2 CE	REV_POS_C18:2 CE +NH4	REV_POS_C18:2 LPC	REV_POS_C18:3 CE	REV_POS_C18:3 CE +NH4	REV_POS_C20:0 LPE	REV_POS_C20:3 CE	REV_POS_C20:3 CE +NH4	REV_POS_C20:3 LPC	REV_POS_C20:4 CE	REV_POS_C20:4 CE +NH4	REV_POS_C20:5 CE	REV_POS_C22:0 Ceramide (d18:1)	REV_POS_C22:0 SM	REV_POS_C22:4 CE	REV_POS_C22:5 CE	REV_POS_C22:6 CE	REV_POS_C22:6 CE +NH4	REV_POS_C24:0 Ceramide (d18:1)	REV_POS_C24:0 PC	REV_POS_C24:1 Ceramide (d18:1)	REV_POS_C24:1 SM	REV_POS_C30:0 DAG	REV_POS_C30:0 DAG +NH4	REV_POS_C32:0 DAG	REV_POS_C32:0 PC	REV_POS_C32:0 PE	REV_POS_C32:1 DAG	REV_POS_C32:1 DAG +NH4	REV_POS_C32:1 PE	REV_POS_C32:2 DAG	REV_POS_C34:0 DAG	REV_POS_C34:0 DAG +NH4	REV_POS_C34:0 PE	REV_POS_C34:1 DAG	REV_POS_C34:1 DAG +NH4	REV_POS_C34:1 PC	REV_POS_C34:2 DAG	REV_POS_C34:2 DAG +NH4	REV_POS_C34:2 PC	REV_POS_C34:2 PE	REV_POS_C34:3 DAG	REV_POS_C34:3 DAG +NH4	REV_POS_C36:0 DAG	REV_POS_C36:0 DAG +NH4	REV_POS_C36:1 DAG	REV_POS_C36:1 DAG +NH4	REV_POS_C36:1 PC	REV_POS_C36:2 DAG	REV_POS_C36:2 DAG +NH4	REV_POS_C36:2 PC	REV_POS_C36:2 PE	REV_POS_C36:3 DAG	REV_POS_C36:3 DAG +NH4	REV_POS_C36:3 PC	REV_POS_C36:4 DAG	REV_POS_C36:4 DAG +NH4	REV_POS_C36:4 PC-A	REV_POS_C36:4 PC-B	REV_POS_C38:4 DAG	REV_POS_C42:0 TAG	REV_POS_C42:0 TAG +NH4	REV_POS_C44:0 TAG	REV_POS_C44:0 TAG +NH4	REV_POS_C44:1 TAG	REV_POS_C44:2 TAG	REV_POS_C46:0 TAG	REV_POS_C46:0 TAG +NH4	REV_POS_C46:1 TAG	REV_POS_C46:1 TAG +NH4	REV_POS_C47:0 TAG	REV_POS_C48:0 TAG	REV_POS_C48:0 TAG +NH4	REV_POS_C48:1 TAG	REV_POS_C48:1 TAG +NH4	REV_POS_C48:2 TAG	REV_POS_C48:2 TAG +NH4	REV_POS_C48:3 TAG	REV_POS_C48:3 TAG +NH4	REV_POS_C50:0 TAG	REV_POS_C50:0 TAG +NH4	REV_POS_C50:1 TAG	REV_POS_C50:2 TAG	REV_POS_C50:2 TAG +NH4	REV_POS_C50:3 TAG	REV_POS_C50:3 TAG +NH4	REV_POS_C50:4 TAG	REV_POS_C50:4 TAG +NH4	REV_POS_C51:2 TAG	REV_POS_C51:2 TAG +NH4	REV_POS_C51:3 TAG	REV_POS_C51:3 TAG +NH4	REV_POS_C52:0 TAG	REV_POS_C52:0 TAG +NH4	REV_POS_C52:1 TAG	REV_POS_C52:2 TAG	REV_POS_C52:2 TAG +NH4	REV_POS_C52:3 TAG	REV_POS_C52:3 TAG +NH4	REV_POS_C52:4 TAG	REV_POS_C52:4 TAG +NH4	REV_POS_C52:5 TAG	REV_POS_C52:5 TAG +NH4	REV_POS_C52:6 TAG	REV_POS_C52:6 TAG +NH4	REV_POS_C53:2 TAG	REV_POS_C53:2 TAG +NH4	REV_POS_C53:3 TAG	REV_POS_C53:3 TAG +NH4	REV_POS_C54:1 TAG	REV_POS_C54:2 TAG	REV_POS_C54:2 TAG +NH4	REV_POS_C54:3 TAG	REV_POS_C54:3 TAG +NH4	REV_POS_C54:4 TAG	REV_POS_C54:4 TAG +NH4	REV_POS_C54:5 TAG	REV_POS_C54:5 TAG +NH4	REV_POS_C54:6 TAG	REV_POS_C54:7 TAG	REV_POS_C54:7 TAG +NH4	REV_POS_C54:8 TAG	REV_POS_C55:3 TAG	REV_POS_C56:1 TAG	REV_POS_C56:2 TAG	REV_POS_C56:3 TAG	REV_POS_C56:4 TAG	REV_POS_C56:4 TAG +NH4	REV_POS_C56:5 TAG	REV_POS_C56:5 TAG +NH4	REV_POS_C56:6 TAG	REV_POS_C56:6 TAG +NH4	REV_POS_linoleoylethanolamide	REV_POS_N-Oleoylethanolamine	REV_POS_palmithoylethanolamide	REV_POS_sphingosine
aa-0163	2658543	448600	19722832	NA	3348677	1545373	44976267	8076186	402738	43425793	72553084	88288994	9812684	8989406	1400104	16704183	5250164	484760728	27743692	16268727	2778983	282178200	84064464	298167332	41742103	11336284	20341795	2254659	3684135	NA	404455	NA	15078802	78253129	4094435	2412030	255800680	2461228	8925006	5929344	NA	3530395	2348251	382863	6429348	85254063	39597643	952266	NA	1178992	404142340	9446260	6498482	460021	74518273	83789725	254769405	2652100	9428581	2758249	9277167	1690638	6041148	88874443	112651	9158669	32606107	11724770	NA	9291796	3384910	625965	1551442	12731972	8453110	6879621	110124693	506300	2202211	2687058	2324739	31341020	64564945	1647156	8002990	122961576	14064904	89209446	80820048	1107867	10945685	8584	2056	3774	3925	2028	378414	5233	NA	235794	1379	9309	51434	692	NA	52905	6013	8001	548	52104	7190	320831	55300	22246884	7692	6781	17780	5880	5059	5635	40334	132	6767	2382	885057	99	45773881	201522	NA	NA	51419	1031	18816	380	NA	NA	6204	181821	18877	10320	2687	21052	32	4281	571	21802	1400	15344	97258	24	177554	51202	743	770	334	165065	119108	16410	13437	9427	854	677	12854	29180	44519	8243	340	197261	1826	5159	2352	294824	18644	169663	641	NA	77377	52143	1066	25668	508	3447	1453	1361193	203	17549457	51097	31625924	367103	1738	3312	19573	633770	2575	9849420	627101	138439	75987	13520	3765	54694	13700	10059	9663	99601	1784	13825	77897	35335	30330	10737	140851	166033	91518	38894	134289	156494	746742	26626	15959	10757	149375	6720793	NA	1857	541594	70296601	3315	2743	3642385	191341	4399	305096	2732805	13528	5210	32593	62429	43299	303622	25850500	60311	41041	38071	73687	56645	191459	197741	82445	26182	76227	2245051	NA	144541	711	4862	32595	196193	25667	815596	NA	11307626	30694	421557	466572	299856	24416	18459	1663	77183	184061	150576	NA	25305167	194270	68297	200175	2584480	59922	1147570	4649	15421	579093	1720863	4680	9397707	1616	41781	2969	NA	341500	596	211509	478395	31123	603336	2846	30440	19033	4456250	12237963	726106	31055	997794	5361	5309	78093	603185	8493025	49147	8716939	355670	5154	1158860	289686	50722	65971	283495	47848	NA	101	2897	113309	7710633	13209	31400	7410	NA	NA	97770	6812	105647	11689874	10329	18567	346524	89887	315746	137502	22868	1173143	41676	49516	13784539	71930	1413	4375132	304817	588272	1567246	1031905	10991	2945	958188	561043	4758	93601	48235	2211709	744459	428732	30068	325302	113721	12793	227955	180462	58250	39696	81329	17783	156959	4053228	203709	2657826	187826	34441	188028	120405	616	58438	7945	183485	12375	1540097	229664	22988	552124	130834	308491	330530	77657	173701	320847	60696	3744	3378035	800444	108113	19936	35382	1121795	390308	107360	74331	762888	180985	42550	245175	45930	3046	9976	225855	NA	NA	10311	NA	NA	NA	57950	17906	5505	NA	24533	571714	463944	76880	39903	8587	NA	NA	NA	3782792	3013389	723711	339435	164161	60879	9813	541	NA	2613	25102	486	6437	9227638	7073456	3067726	1510773	851864	1349852	710738	1194587	336540	110197	34030	32833	3267	NA	54792	2574	33547	349599	385791	617451	3173760	2267223	8635502	11924836	2582918	1757462	1287518	150594	187945	25191	NA	20213	227743	151844	209796	7635	28587	4485	1481	874	6171	21562	10905	53040
ab-0140	995266	2252763	40227922	1333148	1824509	2564799	60775113	11005891	700266	37189944	112334165	59708155	24861261	49214547	4421565	23762552	4571472	633931383	99355598	31185025	3722859	673095277	331048135	201863600	361072444	33819593	20888182	NA	10638456	NA	6412968	977643	64715737	75347879	14367207	7837878	457977756	6434771	30836898	5897365	4899772	6754093	2371356	12831304	17832231	253418602	105791601	4245692	NA	12187261	247042347	17597310	28923480	5164690	160369183	76439101	240429092	4285665	10094661	1923636	25207480	4651976	15101047	87245158	3464241	1897499	23904127	23019615	3303224	17464795	15755979	1525578	3265689	23491245	38604215	16130671	245902893	27262580	480116	47014172	6067996	108888005	62253602	4412760	8714589	370001590	7613655	170033914	188121472	1917778	28630501	11454	1023	1986	34985	2023	76221	2697	545	1576048	977	7228	6682	1444	17	133283	3616	3344	704	76785	5430	143617	52123	21520892	5346	13591	44849	9639	7259	7999	37266	134	10601	15065	1469174	927	70864278	539215	4398	NA	3396	1488	3908	6630	17004	1580	4396	831258	2641	33635	4084	15432	611	4146	1724	1782	1432	1385	216854	NA	32260	70140	NA	2455	2876	329543	94474	9047	8558	1398	258	1525	36200	25055	102561	6776	134	984773	3105	21360	2475	269023	24335	131906	1253	35	90832	33577	274788	28082	4662	5949	5551	2011099	2622	19234103	18264	27118074	179213	8463	9808	17545	434606	17100	18187216	2150683	121050	36700	11207	3789	21516	9049	75505	18471	97124	1681	18382	174228	18989	5864	5132	61701	112257	17379	39014	89194	194478	734970	20682	6068	33791	71819	9931799	95	28779	1402996	23375915	3325	1806	3229454	226699	169048	302468	5065856	8014	4390	32531	54155	40754	93419	82499985	42272	90012	69589	527439	99957	1256526	574441	1043574	5707	27920	1828102	NA	329625	1273	128184	7213	940243	21279	530955	233774	107489442	1596185	409501	1090401	579109	22558	62952	1288	755283	5392116	14073265	7303	69110129	2136482	2161961	533805	4514668	85967	471756	4365	273242	865711	1026199	5829	12395564	35693	76825	52197	2470	774864	18086	183309	1244766	29187	2371973	5144	3965442	26517	40690633	18310021	708119	534404	1442317	14043	7453	75884	359727	39769324	158860	11551688	3279193	28292	986836	290595	1073686	68951	72812	103312	198	4139	5489	224164	8598306	42434	87132	91009	NA	827681	116323	40186	155019	12541714	10194	17893	67190	18664	249272	132601	105937	223248	7631	51609	10794231	59029	2422	5620424	407590	23150	686945	781050	90918	13134	526667	657915	17208	55025	25685	2225158	202561	327567	18038	58714	66539	62736	211929	NA	5715	5660	198983	95063	142344	4243212	219434	NA	299416	59929	299248	29778	201883	218751	71986	934880	163760	2994999	581761	81493	7724982	3204127	580751	8197163	3233015	308760	1287309	873362	208941	3056353	695976	1829415	609138	61384	28990086	29726940	528886	389290	27310120	18939912	220858	11611558	5158481	92761	14205	NA	3022	NA	15586	3519	58084	22963	34254	38569	7355	349	2349	123567	403131	37831	73344	159561	120869	152291	54650	1187170	1741156	1988155	4116167	4322807	2160809	1245673	490805	138270	71271	271601	168270	469631	4768630	3998725	3179068	32685505	53105245	40693430	62060506	23074234	21220280	2794264	1268004	832898	312762	1771131	478327	794568	1420817	1047815	15845038	13139793	80967179	168682099	81348262	171479653	64856079	104265589	32943657	3144889	1195528	2045009	144145	317404	1763043	2220454	1595917	2128692	502747	1006208	25666	17860	232243	26084	35298	145738
ac-0002	696409	2222076	23969625	NA	6220328	1767743	112741460	18901214	2507608	111742487	50573172	153754240	28239357	8572828	1361909	22711315	2339542	802328842	77018230	63791341	2825086	384704917	226893494	250923489	559761561	4510589	14422879	NA	2458297	NA	13123488	1017338	35493922	62136702	9523768	4131968	566185440	4404437	7061691	5260472	4509984	1163979	873628	1303523	10185663	136038788	19446682	2056726	NA	2176769	645391691	10245844	23261712	396355	460405220	69891543	197428762	5428347	19421969	3378857	22451058	3804450	3467445	134236026	230725	8705474	39412195	39116888	NA	15394084	2175988	NA	1459496	66717696	13240281	29440373	143212467	600616	9707422	9741301	7374655	103728209	56171480	3963253	11236512	260535591	243539584	47408284	309339144	NA	16568568	8558	461	1475	2409	2108	936330	3470	NA	1450533	5479	7392	13055	912	186	5030	3635	8615	134	172651	14402	167545	15337	7171882	13984	14171	32603	4350	15824	21347	18998	112	3427	9566	1845310	1701	62094184	951368	NA	NA	2383	270	978	385	NA	NA	6055	845126	18788	40650	2298	34158	NA	3969	200	66051	1304	19843	256660	81	1286	169315	79	351	3517	201480	84460	22646	20460	12467	483	1144	41624	28184	9535	7560	900	53402	10585	5497	1664	227086	25900	132472	1283	NA	35882	14694	127001	10738	2017	7352	1692	384465	976	59359087	7013	90121717	168477	1791	16138	47217	945365	2265	17606099	620188	23729	71134	10816	6557	77304	18536	5712	18022	201705	1897	5662	198580	18015	2028	6498	145108	151590	663702	13214	25155	398202	476138	31378	9421	6361	179618	11120171	NA	104	364802	3406065	4407	3224	3981963	512050	5060	572969	5994072	29482	4079	46403	42806	55148	601287	60440857	50616	109149	72461	337101	43042	639131	697138	95708	1693	45883	6040195	NA	820134	1415	17887	25398	788211	26728	1734039	NA	49630411	229812	579812	1567071	1636597	50568	65679	2527	1802132	2515267	1444762	NA	88397995	1640834	525056	555674	3674490	241401	4032859	12242	409317	3030809	1790708	6542	8109098	29993	62965	69184	6179	4061784	100388	195495	833041	157521	5789717	4196	567681	28495	18399945	32769482	337506	1020332	8164767	21203	7552	185759	6666084	19066492	274207	32958807	1577267	3271	11053456	302638	176265	47705	828737	58308	NA	NA	5248	734806	8915096	40206	54104	39939	NA	NA	131079	15576	257464	41232050	15144	20666	286841	90481	189491	82026	138875	300173	52119	146595	14687602	17764	2643	4841263	336992	22846	1094734	843124	3296	7873	872132	765598	1458	80695	56158	2263720	868942	755829	34215	406084	304236	708857	22888	1428	79729	83129	1687688	811239	29056	4082025	25918	NA	827953	180226	495243	49562	60533	263176	81739	166483	88623	1359643	197571	48908	1999203	642307	327250	2095969	652978	253095	392541	134573	24668	3142432	930391	430700	327484	39890	1723717	835440	343393	80815	2369862	798198	119649	2143059	886435	55580	18248	5098	9383	13027	21495	9362	322151	3885	21940	29896	60350	26396	5108	264622	287376	110724	199848	213835	167888	212398	70395	854991	1077089	1975823	2923714	2785933	1192921	889414	417189	175717	63945	71643	58674	61679	1831471	1935858	2276964	6643220	6088544	14437123	14357806	22147699	19221334	2167711	1294531	262875	120497	258068	88784	95744	138252	929315	2664479	2391200	8954585	8809491	20087698	27196009	29261890	33907322	27584482	2438856	1188075	182535	5405	76242	725135	728192	1244757	916785	708386	576516	100933	64705	5034	23739	8718	92514
