Compound	m.z	Method	High.Confidence.Annotation	Compound.Name	HMDB	KEGG
HILn_QI16383__NA	157.0277	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6856__NA	190.033	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4052__NA	211.0384	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4477__NA	231.9866	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2223__NA	385.024	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18828__NA	208.5307	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16690__NA	420.0835	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19309__NA	423.0842	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2796__NA	240.5566	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23908__NA	292.06	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29670__NA	254.0246	HILIC-neg	TRUE	NA	NA	NA
HILn_QI342__NA	364.1763	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20221__NA	240.0412	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15395__NA	433.0695	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27634__NA	208.0729	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2443__NA	215.9918	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6152__NA	183.0252	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11470__NA	239.5491	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7222__NA	159.5486	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1976__NA	191.0284	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4296__NA	204.04	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32918__NA	208.0732	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4510__NA	319.0968	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23026__NA	231.5335	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16107__NA	232.0352	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8942__NA	529.2116	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6420__NA	181.5436	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8051__NA	182.0453	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7589__NA	203.5384	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33603__NA	468.2869	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25846__NA	185.0137	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32719__NA	322.6538	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17467__NA	408.0845	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9902__NA	598.1475	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3831__NA	185.5203	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1932__NA	268.5796	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13937__NA	312.5421	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7100__NA	423.0035	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4725__NA	523.2818	HILIC-neg	TRUE	NA	NA	NA
HILn_QI914__NA	605.2632	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2767__NA	268.0778	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28564__NA	285.0515	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15538__NA	290.5209	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9887__NA	329.51	HILIC-neg	TRUE	NA	NA	NA
HILn_QI179__NA	192.9892	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28622__NA	193.4909	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2782__NA	603.2476	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21849__NA	494.3024	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3435__NA	187.0276	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31850__NA	204.0277	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8459__NA	261.0191	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9057__NA	261.5208	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2208__NA	301.12	HILIC-neg	TRUE	NA	NA	NA
HILn_QI182__NA	363.6746	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5836__NA	150.0198	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27474__NA	187.5294	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21703__NA	301.047	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13469__NA	419.0527	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22391__NA	204.0373	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7300__NA	450.077	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14998__NA	587.2894	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33062__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19857__NA	227.5221	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1929__NA	621.2485	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1288__NA	210.0488	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31803__NA	214.0819	HILIC-neg	TRUE	NA	NA	NA
HILn_QI851__NA	232.0437	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27374__NA	377.0882	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33076__NA	549.2972	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28601__NA	265.1481	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17302__NA	285.0461	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2682__NA	329.6615	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14682__NA	345.0621	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8105__NA	367.0136	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1065__NA	346.5424	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23576__NA	194.0048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19197__NA	196.9946	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3899__NA	164.5408	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5007__NA	186.5358	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32807__NA	194.0572	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19931__NA	230.5438	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33075__NA	285.0514	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1992__NA	336.6693	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7927__NA	337.171	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6513__NA	350.1789	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1991__NA	349.6772	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24653__NA	277.5467	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1003__NA	353.6616	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27300__NA	324.615	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5681__NA	243.0299	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2508__NA	301.1198	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5344__NA	354.1633	HILIC-neg	TRUE	NA	NA	NA
HILn_QI200__NA	186.5137	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2719__NA	209.0324	HILIC-neg	TRUE	NA	NA	NA
HILn_QI34__NA	583.2576	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24618__NA	250.0533	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4227__NA	418.0688	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26790__NA	204.0375	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28913__NA	284.5541	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15293__NA	464.1102	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28062__NA	232.9947	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11148__NA	295.5574	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25723__NA	254.0215	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11661__NA	409.0686	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11080__NA	313.9312	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25021__NA	307.5577	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24651__NA	164.0086	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32040__NA	194.0568	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20284__NA	212.0282	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27554__NA	348.1421	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7045__NA	350.6851	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9580__NA	204.0277	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1493__NA	237.5699	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17043__NA	259.5462	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33125__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30376__NA	389.0788	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27456__NA	208.073	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10389__NA	257.5325	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31991__NA	285.0408	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26867__NA	225.5334	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30266__NA	254.0213	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27168__NA	285.0521	HILIC-neg	TRUE	NA	NA	NA
HILn_QI22928__NA	307.0559	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18061__NA	240.0415	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24733__NA	551.3127	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3528__NA	208.5306	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29403__NA	272.0481	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4315__NA	189.0434	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24205__NA	214.0821	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26616__NA	263.0429	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25559__NA	325.1848	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12646__NA	312.5421	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13007__NA	561.1422	HILIC-neg	TRUE	NA	NA	NA
HILn_QI15206__NA	209.0227	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17883__NA	249.5515	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24282__NA	224.5439	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26585__NA	262.5411	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3740__NA	379.094	HILIC-neg	TRUE	NA	NA	NA
HILn_QI629__NA	511.0556	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9048__NA	300.6058	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3728__NA	216.5463	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8283__NA	227.5221	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4777__NA	364.9979	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7965__NA	434.1002	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11466__NA	209.0227	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20824__NA	369.0293	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8326__NA	274.5518	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12440__NA	544.0997	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8814__NA	262.5593	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33512__NA	194.0564	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7242__NA	206.0058	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25795__NA	215.0717	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30842__NA	254.0212	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8781__NA	301.0358	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27448__NA	393.0736	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5627__NA	696.1546	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2056__NA	283.2645	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31690__NA	691.3883	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17503__NA	282.5376	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32085__NA	450.0952	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16922__NA	463.098	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33378__NA	204.5283	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5463__NA	217.048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3165__NA	206.0247	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30253__NA	225.0456	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32808__NA	265.1481	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31621__NA	285.0409	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32076__NA	285.0421	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28320__NA	156.0048	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3461__NA	178.0059	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3156__NA	178.5076	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4635__NA	357.0195	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24780__NA	480.1057	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13513__NA	203.5307	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17802__NA	204.0373	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1866__NA	425.0191	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24529__NA	214.0809	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7880__NA	248.9733	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6026__NA	593.1311	HILIC-neg	TRUE	NA	NA	NA
HILn_QI1872__NA	359.0349	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7531__NA	223.5542	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10818__NA	425.0817	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31020__NA	691.3883	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9312__NA	210.5461	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33578__NA	194.0566	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13462__NA	331.0409	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4009__NA	409.0244	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31450__NA	193.5032	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32944__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3902__NA	313.0723	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4550__NA	500.1105	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11405__NA	460.1158	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23864__NA	285.0512	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3955__NA	563.1577	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13744__NA	208.0726	HILIC-neg	TRUE	NA	NA	NA
HILn_QI23249__NA	208.0729	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6468__NA	329.031	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33612__NA	254.0214	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33545__NA	313.0425	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28115__NA	271.5342	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30751__NA	194.0567	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32950__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI18494__NA	250.5547	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31600__NA	156.0016	HILIC-neg	TRUE	NA	NA	NA
HILn_QI10299__NA	208.073	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29224__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31375__NA	285.0409	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25772__NA	285.0515	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27064__NA	679.2018	HILIC-neg	TRUE	NA	NA	NA
HILn_QI27635__NA	156.0023	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16058__NA	214.0797	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28692__NA	194.0567	HILIC-neg	TRUE	NA	NA	NA
HILn_QI28781__NA	285.0512	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31479__NA	194.0571	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16574__NA	285.0514	HILIC-neg	TRUE	NA	NA	NA
HILn_QI12047__NA	208.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29358__NA	194.0573	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30425__NA	156.0022	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13771__NA	214.0797	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13495__NA	208.0733	HILIC-neg	TRUE	NA	NA	NA
HILn_QI7580__NA	285.0467	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32970__NA	194.0568	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30837__NA	194.0566	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26196__NA	285.0513	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21323__NA	285.0422	HILIC-neg	TRUE	NA	NA	NA
HILn_QI19866__NA	214.0818	HILIC-neg	TRUE	NA	NA	NA
HILn_QI11289__NA	208.0731	HILIC-neg	TRUE	NA	NA	NA
HILn_QI21024__NA	285.0513	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5575__NA	254.9611	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25758__NA	194.0573	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4394__NA	214.0814	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2641__NA	208.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26201__NA	194.0569	HILIC-neg	TRUE	NA	NA	NA
HILn_QI16351__NA	208.0728	HILIC-neg	TRUE	NA	NA	NA
HILn_QI9146__NA	208.0692	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5952__NA	214.0814	HILIC-neg	TRUE	NA	NA	NA
HILn_QI6965__NA	208.0729	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8451__NA	215.0744	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8449__NA	214.0814	HILIC-neg	TRUE	NA	NA	NA
HILn_QI26437__NA	194.0569	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8191__NA	208.073	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13484__NA	208.0692	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8353__NA	214.0813	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8396__NA	201.9894	HILIC-neg	TRUE	NA	NA	NA
HILn_QI13164__NA	208.0727	HILIC-neg	TRUE	NA	NA	NA
HILn_QI4025__NA	119.0171	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17079__NA	208.0731	HILIC-neg	TRUE	NA	NA	NA
HILn_QI8741__NA	187.9774	HILIC-neg	TRUE	NA	NA	NA
HILn_QI17293__NA	208.0692	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3644__NA	76.97	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5572__NA	108.9963	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3349__NA	186.9738	HILIC-neg	TRUE	NA	NA	NA
HILn_QI25097__NA	187.9774	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32113__NA	194.0569	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20268__NA	187.9773	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29632__NA	214.0815	HILIC-neg	TRUE	NA	NA	NA
HILn_QI30443__NA	267.0363	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5346__NA	123.012	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33541__NA	194.0565	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2836__NA	100.9336	HILIC-neg	TRUE	NA	NA	NA
HILn_QI2425__NA	246.9404	HILIC-neg	TRUE	NA	NA	NA
HILn_QI3081__NA	90.9857	HILIC-neg	TRUE	NA	NA	NA
HILn_QI5213__NA	168.9632	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31449__NA	187.9773	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31325__NA	208.073	HILIC-neg	TRUE	NA	NA	NA
HILn_QI33234__NA	299.1173	HILIC-neg	TRUE	NA	NA	NA
HILn_QI29136__NA	200.9895	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32067__NA	214.0814	HILIC-neg	TRUE	NA	NA	NA
HILn_QI31878__NA	124.0145	HILIC-neg	TRUE	NA	NA	NA
HILn_QI24466__NA	75.0087	HILIC-neg	TRUE	NA	NA	NA
HILn_QI20949__NA	260.956	HILIC-neg	TRUE	NA	NA	NA
HILn_QI32002__NA	155.9452	HILIC-neg	TRUE	NA	NA	NA
HILn_QI14165__NA	306.9076	HILIC-neg	TRUE	NA	NA	NA
HILp_QI5755__NA	238.1191	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6003__NA	244.1186	HILIC-pos	TRUE	NA	NA	NA
HILp_QI8956__NA	307.177	HILIC-pos	TRUE	NA	NA	NA
HILp_QI9833__NA	330.3363	HILIC-pos	TRUE	NA	NA	NA
HILp_QI9986__NA	335.1239	HILIC-pos	TRUE	NA	NA	NA
HILp_QI10371__NA	345.1454	HILIC-pos	TRUE	NA	NA	NA
HILp_QI10863__NA	360.1506	HILIC-pos	TRUE	NA	NA	NA
HILp_QI11762__NA	395.2913	HILIC-pos	TRUE	NA	NA	NA
HILp_QI11873__NA	399.3314	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12044__NA	408.2515	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12483__NA	426.2051	HILIC-pos	TRUE	NA	NA	NA
HILp_QI16372__NA	541.3492	HILIC-pos	TRUE	NA	NA	NA
HILp_QI17045__NA	550.8542	HILIC-pos	TRUE	NA	NA	NA
HILp_QI19709__NA	586.9501	HILIC-pos	TRUE	NA	NA	NA
HILp_QI19751__NA	587.2364	HILIC-pos	TRUE	NA	NA	NA
HILp_QI3160__NA	181.0976	HILIC-pos	TRUE	NA	NA	NA
HILp_QI3424__NA	186.1242	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5227__NA	227.1263	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5781__NA	239.1041	HILIC-pos	TRUE	NA	NA	NA
HILp_QI7916__NA	285.1236	HILIC-pos	TRUE	NA	NA	NA
HILp_QI8085__NA	288.1236	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12020__NA	407.1634	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12487__NA	426.2623	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12584__NA	430.2963	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12846__NA	440.3135	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13699__NA	479.2861	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13797__NA	484.2697	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13878__NA	488.2392	HILIC-pos	TRUE	NA	NA	NA
HILp_QI14118__NA	498.2822	HILIC-pos	TRUE	NA	NA	NA
HILp_QI1260__NA	136.0624	HILIC-pos	TRUE	NA	NA	NA
HILp_QI2929__NA	174.1021	HILIC-pos	TRUE	NA	NA	NA
HILp_QI3203__NA	182.092	HILIC-pos	TRUE	NA	NA	NA
HILp_QI4044__NA	200.1034	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5400__NA	230.1175	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5410__NA	230.1392	HILIC-pos	TRUE	NA	NA	NA
HILp_QI8123__NA	289.1037	HILIC-pos	TRUE	NA	NA	NA
HILp_QI9639__NA	325.1128	HILIC-pos	TRUE	NA	NA	NA
HILp_QI9718__NA	327.2059	HILIC-pos	TRUE	NA	NA	NA
HILp_QI9811__NA	330.1667	HILIC-pos	TRUE	NA	NA	NA
HILp_QI11073__NA	369.0964	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12807__NA	439.1417	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13070__NA	450.4059	HILIC-pos	TRUE	NA	NA	NA
HILp_QI17476__NA	559.2163	HILIC-pos	TRUE	NA	NA	NA
HILp_QI19673__NA	586.7077	HILIC-pos	TRUE	NA	NA	NA
HILp_QI21319__NA	607.3134	HILIC-pos	TRUE	NA	NA	NA
HILp_QI2383__NA	160.1094	HILIC-pos	TRUE	NA	NA	NA
HILp_QI2577__NA	165.1034	HILIC-pos	TRUE	NA	NA	NA
HILp_QI4783__NA	217.1179	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5601__NA	235.1083	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6007__NA	244.1289	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6580__NA	256.1296	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6655__NA	258.1096	HILIC-pos	TRUE	NA	NA	NA
HILp_QI8528__NA	298.1557	HILIC-pos	TRUE	NA	NA	NA
HILp_QI10806__NA	359.0912	HILIC-pos	TRUE	NA	NA	NA
HILp_QI10985__NA	365.1053	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12466__NA	425.1635	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12683__NA	434.164	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12903__NA	442.2773	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13323__NA	461.2863	HILIC-pos	TRUE	NA	NA	NA
HILp_QI14550__NA	512.4684	HILIC-pos	TRUE	NA	NA	NA
HILp_QI14589__NA	514.3391	HILIC-pos	TRUE	NA	NA	NA
HILp_QI24470__NA	709.3799	HILIC-pos	TRUE	NA	NA	NA
HILp_QI4900__NA	220.1085	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5362__NA	229.2282	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5838__NA	240.1241	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6224__NA	249.1235	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6388__NA	253.1188	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6486__NA	255.0984	HILIC-pos	TRUE	NA	NA	NA
HILp_QI6842__NA	262.1282	HILIC-pos	TRUE	NA	NA	NA
HILp_QI7826__NA	283.1443	HILIC-pos	TRUE	NA	NA	NA
HILp_QI8323__NA	293.1618	HILIC-pos	TRUE	NA	NA	NA
HILp_QI10847__NA	359.3273	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12156__NA	413.2999	HILIC-pos	TRUE	NA	NA	NA
HILp_QI12496__NA	426.4054	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13443__NA	467.2105	HILIC-pos	TRUE	NA	NA	NA
HILp_QI1563__NA	142.1593	HILIC-pos	TRUE	NA	NA	NA
HILp_QI2063__NA	154.0867	HILIC-pos	TRUE	NA	NA	NA
HILp_QI4474__NA	210.1125	HILIC-pos	TRUE	NA	NA	NA
HILp_QI4492__NA	210.129	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5083__NA	224.1758	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5912__NA	242.115	HILIC-pos	TRUE	NA	NA	NA
HILp_QI5973__NA	243.1707	HILIC-pos	TRUE	NA	NA	NA
HILp_QI13031__C20:4 carnitine	448.3431	HILIC-pos	TRUE	NA	NA	NA
HILp_QI7094__NA	268.202	HILIC-pos	TRUE	NA	NA	NA
HILp_QI7182__NA	270.1342	HILIC-pos	TRUE	NA	NA	NA
