Species	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum	0.00284	0.00385	0	0	0.00919	0	0.00154	0.00258	0.00288	0.00137	0.00308	0.09536	0	0	0	0	0.1563	0	0	0	0	0	0	2.9e-4	0.01253	0.0094	0.01632	0	0.00321	0	0	0.02934	0	0	0.00647	0.00174	0.00613	0.00491	0.01179	0	0	0.0028	0.00845	0	0.00513	0.02024	0	0.00494	0	0.01301	3.9e-4	0	6.7e-4	0	0	0.00176	0	0	0.00396	0.00485	0.00384	0	0.00123	0	0.0134	0.03219	0	0.0073	0	0.01556	0	0.06019	0.00434	0.00589	0.01233	0	0.00476	0.00365	0.0058	0.01304	0	0.06647	0	0	0.00715	0.00681	0.02974	0	0.00775	0.01234	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_rimae	0	0	0	0	0	0	0	0.00123	0	0	0	0.03153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00553	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6e-4	0.02613	0	0	0	0	0	0.0089	0	0	0	0	0	0	5.9e-4	0	0	0.01496	0	0	0	0.0084	0.00108	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis	0	0	0	0	0	0.00162	0	0	0	0.00189	0	0	0	0	0	0.0248	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01699	0	0	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0.00376	0	0	0	0.01744	0	0	0	0	0	0	0	0	0	0.01802	0	0	0.01998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03998
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	3.6575	1.01707	0.60845	0	0.29139	1.23794	0	0.58844	0.09858	0	1.1524	0.02273	0.29151	0	0.00433	2.82671	0	1.09868	0.04704	0.84234	0.01146	0.18919	0	1.22756	0	1.51964	0.20647	3.04409	0	0.90879	0	5.19779	0.33335	11.31739	0	0.00526	0.64189	3.80445	14.89213	0	0	0.03926	0.8239	1.09909	0	0.03738	0	0	0.9466	0	2.65352	1.8633	0.02879	0	1.28776	0	1.7461	0	0	0.52804	4.20267	2.24892	0	2.06054	0.26208	0	0	0.59759	0.03306	0.01169	0.03921	0.7702	0	0	0	0.266	2.21582	0.27887	0	0	0	0.07961	0	0.29249000000000003	0.0076	0.4687	0	0	0.08811	4.30859	0.72921	0.36059	0.03429	3.17459	0.31054	2.21221
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0	0	0.29833	0	0	0.0231	0.34439	0.1617	0	0	0	0	0	0	0.01263	0	0	0.39257	0	0	0	0.00862	0	0.96941	0	0.53961	1.61946	0	0	0	0	0	0.04364	0	0.00105	0.00476	0	0.15865	0	0	0	0	0.00343	2.12938	0.00807	0.05603	0	0.87169	12.99303	0	3.38665	0.12943	0	0	0	0	0.08997	0.02304	0	0.2764	0	0.98995	0	0.06034	0.13986	0.91543	0.00488	0.23528	0.06613	0.07951	0.01976	0.21303	0.14843	0.11857	7.48557	0.66888	0.23689	0	0	0	0	0	0	0.0126	0.38958	0.00749	0	0.12662	0.00446	7.9996	0.09927	0.03296	0	3.9929	0.05028	0.03963
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.08376	0.00509	0.15645	0	0	0.00222	0	0	0.02762	0	0	0	0.13323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05623	0	0	0	1.7e-4	0.11346	0.19522	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01304	0	0	0	0	0	0	0	0.01359	0	0.01223	0.11899	0.03171	0	0	0	0	0.02596	0.64693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0	0	0.74666	19.1585	0.18118	4.54072	0	0	5.90886	7.00258	2.7e-4	0	0	0	0.00168	0	0	0	0.00146	0	0.46567	12.92761	0	13.40277	0	0	0	0	0	0.00172	0	3.7672	8.05964	0	0	1.11797	0	0	0	8.57461	0	10.79158	2.69693	0	0.01471	0	10.83449	0	5.6584	0	0	0	0	0	0.00488	0	0.05793	15.54369	20.85209	0	0	3.31346	8.9e-4	3.40423	0	0	0	0	0	1.81155	0	0.32936	0	0	0	0	0	0	0	0	0	0	0	1.69448	0	0	0	0	0	0	1.31677	0	0	2.25311	0	31.6592
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0	0	0	0	0	3.80274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40626	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	1.35341	0.18751	0.07205	1.21205	0.02442	0	0	0	0.09743	1.30514	0.00349	0	3.3e-4	10.65314	22.91315	24.83944	27.24942	2.44955	0.00367	1.00077	0.08669	0.01664	0	0.13515	0	0	0.69402	6.62454	3.50178	0.10272	7.0726	0.24296	0.27171	0.01276	3.68524	0.02205	3.40234	0.023	0.02038	0.90508	8.55706	0.35019	3.00929	3.69294	0.08147	0	1.17679	0	6.03647	0.53761	0	4.0473	0.10097	0.00388	0.63784	2.15652	0.07524	0.05273	0	0.03838	5.13559	0.03749	0.00926	0.43222	0	2.48997	2.5659	0	0.06287	0.2609	0.08371	0.00804	0	13.54135	1.51794	1.53984	8.07611	0.10886	0	0.25743	0	1.75728	0.23212	0.10916	0.01623	0.25633	1.9e-4	0.29629	0.17513	0.23567	0.04836	0.3076	0.00124	0.1967	0.09139	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	13.31535	0.97399	0	7.09141	0	0	0	0.09068	0.19962	0	0	0	0	0	0	0	0	0	0	0	0	2.7287	0	0	0.03272	0	0	0	0	0	0	0.41643	0.22085	0	0	0.03039	0.03285	0	0	0.00622	0	0	0.03907	0	0	0.01697	0	0	0	5.64096	0	0	0	0	0.00446	0	0.0634	0	0	0	0	0	0	0	0	0	0.04248	1.8e-4	0	0	0.07821	0	0	0.83051	0	0.021329999999999998	1.00486	0	0	0	0	0	0	0.02212	0.0247	0.01187	0	0	0	0	0.14301	1.55124	0	0.17548	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	1.19448	0	0.00506	0	0.01038	0	0.95501	0	0	0	0.03731	0	0	0	0	0	0	0	0	0	0.05474	0.00359	0	0	0	0	0.00205	0	0	0	0	0	0	0.10954	0	0.00158	0	0.02778	0	0.01143	0	0.00214	0.00672	0	0.00704	0.00867	0	0	0.01962	0	9.4e-4	0	0	0	0	0	0.22877	0	0.04381	8.5e-4	0	0.00259	0	0	0	0	0	0.00988	0.00142	0.08579	0	0.06656	0	0	0	0.00868	0.33333	0.00241	0	0	0	0.05612	0.05988	0.05118	0.01012	0.01203	0	0.00305	0.0145	3.6106	0	0	0	0	0.01796	9.5e-4
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.38284	4.09665	0.1174	0	0	0	0	0	0.01176	0	1.25953	0	0	0	0	0	0	0	0	0.12227	0.6375	0	0	0	0.0627	0	0.12476	0	0	0.00222	0	0	0	1.43126	0	0	0.00765	0	0	0.68001	0	0.26601	0	0.32532	0.02295	0	5.76196	2.55967	1.65545	4.61086	0.54333	0	0	0	0.0011	0	0.11921	0	0	0	0	0	0	0	0.04365	0	0	0.0209	1.06214	1.63903	0.04614	0.00911	0	0	0	0.04103	0	0.41219	0	0	0	0	0	0	0	0.05149	0	0	0	0	0.60194	0.38233	0	0.4	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0	0	0.00708	0	0	0	0.22793	1.57796	0	1.3338	0	0	0	2.03796	0.00445	0.23371	0	0	0.01894	6.1041	0	0	47.09475	0	0.00179	1.27846	0	0	0	0.82382	4.09086	0.00612	0	0	0	0.00854	0	1.16963	1.56749	0	0.05309	0	0	0	0	0	0.17653	0.00365	0.76223	0	0	0	0	0	0.09244	0	0	0.12072	0	0	2.03749	0	0	0	0.0121	3.0257	0	1.16401	0	0	0	0	0.05661	0.30874	1.40475	0	0.5392	0	0.00841	0.8286	0	0.0074400000000000004	0.01557	0.0074	0	0.09562	0	0.37983	0	0	0	0	0	0.48795	0.00158	0.29997
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0	0	0.43128	0	0	0.13137	0.01777	0	0.00557	0	0	0	0	0.18234	0	0	0	0	0	0.38265	0	0.13535	0	0.005	0	0	0.04532	0	0	0.01691	0	0	0.04431	0	0	0	22.82661	0.54758	0	0	0.51432	0	0	0.61428	0	0	0	0.02433	0	0	0	0	0	0	0	0	0.37488	0	0	0.01054	0	0	0	0.03901	6.1e-4	0	0.05231	0.0218	0	0.0136	0	0	0	0.0059	0	0	6.84546	0	0	0	0	0	0	0.01628	0.00812	0	0	0.02264	0	0	0.04017	0.00178	0	0.73476	0.0242	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	11.39727	6.77594	5.13191	13.98842	0.24193	0	0	0	1.64371	0	0.80866	0	4.06011	0	0	0	0	1.69473	0	0	0	0	0	8.00017	0	0	1.3498000000000001	0	12.51737	0.00174	0	0.40372	5.02441	0	0	0.49201	0	0	0	0.46391	0	0	0.87984	0	0.45781	0	10.19092	0	0	7.42368	0	0	0	0	0	0	1.16486	0	0	3.05213	0	9.47641	4.77851	0	5.97916	0	0	0	0	1.68473	0	0.58386	0	0	0	0.89963	0	1.61895	0	0	0	0	5.9943	0	3.11584	0.60091	0	0	0.01712	0	1.97593	0	0	1.46611	0.90568	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0.00918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03618	0	0	0	0	0	0	0	0.01074	0	0	0	0.02181	0	0	0	0	0	0	0.01539	0.01969	0	0	0.01125	0	0	0.00563	0	0	0	0	0	0.01171	0	0	0	0	0	0	0	0	0	0.00799	0.14434	0	0	0	0	0	0	0.05191	0.47892	0.0277	0	0	0	0.01869	0	0	0	0	0	0	0	0.00295	0	0.00294	0.00163	0	0	0	0.00219	0	0	0.01748	0	0	0	0.06262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	0.029760000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65353000000000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0	0.0074400000000000004	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	1.84652	0	0.11304	0	0.02878	0.14358	0	0.11907	0.05041	0.1355	0.12095	0	0.76627	19.22741	0.0027	1.52751	1.31563	0.18658	12.46392	2.62031	0.45228	0.10953	0	0.97716	0	0.64084	0.1329	0.04839	18.12067	1.98345	3.3555	0.03751	0.7272	0.51252	0.17261	0.24113	0	0.56941	0.13535	0.18984	1.80483	0.00093000000000000005	0.0582	0	0.14623	0.26473	1.09294	0	2.05872	0.68533	1.55587	0.15766	3.2e-4	0.00157	2.85063	0.65509	0.02781	0	1.70185	0.21479	5.93053	0.30753	1.53486	1.35345	0.0176	4.32807	5.9489	0.50524	0.71069	0.15406	0.11982	0.13621	0.45875	2.79525	2.88244	0.43302	2.21095	0.62297	6.5e-4	4.43804	1.71381	0.96371	0.6102	0.42779	0.589	0.02227	0	0.3283	0.35939	1.36557	0.02302	1.00526	0.24533	0.00442	0.51223	0.52089
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	1.69138	0	0.28275	0	0	0	0	0	0	0	0	0.05151	0.30328	11.23203	0	2.66298	0.18958	0	1.12182	0	0	5.87862	0	6.4117	2.90151	3.03621	0	0.62157	0.01139	0	0	3.62823	0	10.94614	0	0.34194	1.65094	0	1.65697	0	0	0	0	0.23198	3.80498	0	14.85856	0	0.35173	5.33436	0	1.08954	0	12.41154	0	0.74755	0.26128	0	38.79685	1.09084	2.33377	1.4083	0	2.32229	7.88633	0	0	0	0	5.90401	2.9e-4	0	0	0	0	1.26464	6.01205	0.27612	0	1.08835	0	0	0	12.53157	0	0.05859	5.09687	5.06756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0.10317	0	0	0	7.8e-4	0	0.11085	0.01585	0	0	0	0	0	0	2.38809	0	0	0	0.2154	0.0015	0	0	0.83596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01378	0.0185	0	0	0	0	0	0	0	0	0	0	0.01305	0	0	0	0	1.61893	0	0	0.86602	0	0.23251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02142	0.00289	0	0.32945	0	0	0.18538	0	0	1.26179	0.04696	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_1_1_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_22	0	0	0	4.32393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52269	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_33FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA	0	0	8.08457	0	0	0	0	34.4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_9_1_42FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34046	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.00295	6.65952	34.46727	0.00221	0.01498	0.36318	7.55912	2.62816	0.00264	0	0.18487	0	4.78766	0	0.04069	9.10311	0	0.58755	0	0.49223	0.07312	4.22614	0	0.36855	0.00921	5.71171	1.24235	17.70552	0	3.42909	11.36226	0	0.09168	16.71328	0.55608	0.0996	0.98482	1.58441	0	0.6954	0.04808	0	0.97458	3.80782	0.05404	0	0	0	1.66273	7.88153	0	0.5826	1.18123	0	12.69717	0.42005	0.02489	1.63555	11.01018	1.9e-4	0	0.54424	7.62237	0.01544	0.0563	0	0	2.28134	0.17941	0.18632	0.01645	0	1.26496	20.45629	0	0.81195	3.09464	0.23988	0.007	0	6.24259	4.47642	0.42375	1.37731	0.30977	0.18658	4.40642	0.30903	0.05572	0	5.7e-4	1.08567	0.90845	0.43212	2.20167	4.03262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.12647	0.70934	1.24263	1.77012	0.14467	0.04506	1.13382	0.47467	0.01834	0.78296	2.26731	1.21004	0.09515	2.44489	0.61147	1.0382	0.01303	0.2131	0.16621	0.68812	0.29773	1.45778	0	0.81475	0	0.37244	0.56697	3.94565	5.06639	0.50477	1.68753	0.14806	0.35491	5.62294	0.11727	0.14697	1.72596	1.91685	0	0	1.40313	0.00267	0.06862	0.51607	0.25361	0.02142	0.95407	1.77008	0.68502	1.71999	5.697	0.64557	0.21076	9.97407	1.762	0	0.98602	0.42605	3.48698	0.65852	0.54008	0.82187	1.49906	0	0.77267	5.52809	0	1.54148	0.8649	0.61906	0.07932	0.50989	0.04005	1.57416	5.83907	0.54577	1.30949	0.18553	0.01668	0	0.44654	1.37121	1.12614	0.26206	5.24338	0.50396	0.13374	0.25462	0.16294	1.1e-4	0.27859	1.27443	0.41123	0.22269	0.30467	0.97066
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.01575	0.38531	0.5151	1.63655	0.0926	0.76703	0.16197	0.96694	0.19231	2.20327	0.59674	0.25813	3.38466	4.67005	0.01623	14.09581	4.20769	0.16027	0.08905	14.71281	0.23572	1.15458	0	2.77617	0.07235	0.15019	0.07353	4.00426	3.40362	3.12015	6.06631	0.6089	0.21909	10.9704	0.04764	0.04723	0.07903	0.9924	0	2.86769	0.59063	0.0482	0.98325	0.14115	0.05598	0.0332	7.77971	0.99737	2.39442	3.74249	9.5116	4.77758	0.25487	0.07196	0.00528	0	0.39376	0.06547	0	7.88683	0.52016	3.92054	0.71873	0.40862	0.29621	1.08139	0.50818	11.56634	0.67686	0.63882	0.98013	1.03397	0.36154	1.16689	5.92725	0.63389	1.45361	2.27482	0.01402	4.08278	0.4614	8.61613	1.53145	0.09519	0.4363	0.05777	0	1.20218	0.25345	19.88693	0.4609	2.10779	0.05303	4.26801	0.02722	1.76904
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.5024	9.21761	2.38347	3.31102	0.2538	2.48596	2.48371	5.73423	0.28131	5.80112	0.52755	0.24802	5.90331	1.99378	0.17081	0.5233	0.00698	1.57192	11.46359	0	0.48139	1.17436	0	1.02611	0.14143	1.36281	1.05647	15.42063	6.29389	3.03424	2.9885	0.97015	0.87323	19.78685	0	0.28153	1.2919	4.22362	6.69496	3.12994	0.00252	0.48231	0	0.61278	0	0.39863	0.00602	1.78295	0.10966	0	15.12085	0	0.34032	18.15748	3.41483	1.67831	1.14346	0.95856	3.8e-4	1.65442	0	0.37655	7.85533	0	0	22.40339	0.00171	1.97839	3.85446	0.37247	1.82121	0.79949	2.98614	0	14.38574	0.48555	0	0.86723	0	17.15517	60.81658	6.93711	2.92487	0	1.94881	0.65856	0.08901	0.04034	0.05123	4.01236	0.55887	1.87715	3.42919	1.85822	0.64614	3.11437
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0	0.06453	0.04659	0	0.00449	0.02399	0.99437	0.07077	0.00282	0.09941	0.06299	0.06158	0.04325	0	1.5e-4	0.19244	1.894	0	0	0.56314	0.04322	0.19294	0	0.06381	0.0046	0	0.07086	1.74273	6.75205	0.41227	0.17912	0.09152	0.04838	0.12761	0	0.06487	0.68305	1.21336	0.64121	0	0.1235	0	0.4864	0.20769	0.03318	0.20145	0.22001	0	0.00601	0.0028	0.78187	0.66018	0.02125	6.25143	0	0	0	0	0.37683	0.05456	0.01403	0.27311	0.16032	0.0907	0.04643	1.8e-4	0	0.19552	0.27585	0.02624	0	0.01212	0.00347	0.0944	0.46707	0.13944	0.32633	0.05502	0.00426	0.20586	0	1.12033	0	0.02394	0.22845	0.21609	0	0.03232	0.03695	0	0.07991	0.73077	0.10326	0.33768	0.04682	0.09518
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	11.624	0	0	0	0	7.8e-4	0.89016	0.05039	1.4565	7.00997	0.64625	0	32.80009	0	0.00291	0	0	0	4.9e-4	5.26116	0.2423	0	0	0	0	0.04868	0.52212	0	0	2.27697	2.90787	0	0	0	0.00907	0.03363	0	0	0	7.7e-4	1.64572	0	0.4114	0.34499	0.06259	0.33174	1.18608	0	0	0	0.04188	0.09846	1.09059	4e-4	2.833	0	0.18665	9.66781	0.81007	2.74173	0	0.00264	0	0	0	0.55285	0	0.51111	0	0	3.92338	0	12.16351	2.07725	0	3.78397	0.24746	4.09713	0	0	0	0.62309	0	7.46764	0.10098	0	0.36104	2.42412	0.009	0	0.25202	0	6.67132	0	1.48855	4.67864
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0.88392	0	0	0	0	0.05774	0	0.04468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15157	0	0.91117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47767	0	0	0	0	0	0	0	0	0	0	0	0.69276	0	0	0	0.04325	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0.00241	0	0	0	0	1.07287	0	0	0	0.17729	0	0	0	0	0	0	0	0	0	0	0	0	0.012070000000000001	0	1.06956	0	0	0	0	0	0.17832	0	0	0	0	0	0.01967	0	0	0.7114	0	0.29404	0	0	0	1.33543	5.40855	0.52634	0	0	0	0.50779	0	1.40636	0	1.2127	0.01514	0.04895	0	0	0	0	0	0	1.03558	0	0	0	0	0	0	0	2.19843	0	0	0	0	19.38008	0	0.1659	0	0.11016	0	0	0	0.50846	0.44577	0	0.1733	0.06515	0	0	0	0.47698	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02786	0	0	0.0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26068	0	0	0	0	0	0	0	9.2e-4	0.89581	0	0	0.01544	0	0	0	0.00437	1.3e-4	0	1.03671	0	0	0	0	0.04862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01494	0	0	0	0	0	0	0.00274	0	0	0	0	0	0	0.23666	0	0
