Species	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0.01694	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0.38716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	7e-4	8.3e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0	0.04076	0	5.1963	0	3.3e-4	0	0.04836	6.59237	0	0	0	0	0	0	0.02021	0.52988	0	0	0	0	0	0.07727	0.34185	0	0	0	0	0.05441	0.12632	0	0.00327	0.0052	0	0.1333	0.57408	0	0.00991	0	0.12541	0	0.15437	0.03358	0	0.04052	0	0	0.09836	0.0896	0.03027	0	0	0.20628	0.03423	0.0574	0	0.03672	0.69567	0	0	0	0.03088	0	0	0.02854	0.04997	0.04445	0	0.21539	0.21466	0.4232	0	0.00895	0	0.42348	0.26182	0.00874	0	0.07614	0	0	0.18968	0.38865	0.15675	0.00769	0.0033	0.00763	0	0.01681	0	0.01552	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	6.07391	0.02737	0.03111	5.46134	0.01478	0.10951	3.09128	0.32875	0.27921	3.4102	0.01319	0.45795	5.2576599999999996	0	0.00731	0	0.00374	0	0	1.4621	0.03849	0	0	0.00826	0	0.82	0.01227	0.32557	0	1.90126	2.12315	0.09086	0.02035	0	0.26496	0	1.54793	0.0439	2.56605	0	1.84484	0.31223	0.04914	0.38604	0	0.03134	0.51352	12.37576	3.55439	2.12736	0.0487	1.08552	0.72799	0.00542	1.76215	65.22737	0.07587	2.86949	0.50555	0.50704	1.90076	0	0.93801	1.03742	0	0.36413	3.90598	0.23501	0	0	0.00339	0.04986	5.44783	1.0182	0.09017	0	0	1.28475	16.03676	0.93988	0.01397	0.09133	0	2.65254	0	0.02504	9.24806	0.10561	0.00588	0.25273	0.09184	0.10669	1.44844	0.00823	0.77619	0.77769
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0.0334	0.63308	0	0	3e-4	0.01465	0.02622	2.50866	0	0	0	0	0	16.31329	0.01387	0.02485	0	0	0	0	0.06647	0	0	0	0.39659	1.38323	0	0.00114	0	0.01192	0	0	0	0	0	0	0	0.06398	0.34007	0	0	0	0	0	0	0.15098	0	0.53003	0	0.16888	0	0	2.60405	0.10361	7.4e-4	1.60873	0	0.80571	0.9254	0	0.66951	0	0	0	0	0	0.19729	0.95996	0.61594	0	9.5e-4	0	0.40619	18.13415	0	0	0.0497	0	2.49712	0.00216	0	0	0.01561	0	0.10543	0.01151	0.00887	1.0901	0.0115	0.10049	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.06311	0	0.01238	0.01233	0	0.00807	0.00279	0	0	0	0.01912	0	0	0.05603	0	0	0.00757	0.01731	0.1823	0	0	0	0	0.0077	0	0.00309	0.01969	0.04888	0	0.02843	6.4e-4	0	0	0	0	0	0.00329	0	0	0	0.00436	0	0.0039	0.00153	0	0.0038	0	0	0.04561	0.03439	0	0	0.0056	0.0218	0.02887	0	0.00283	1.9e-4	0	0.00915	0.00737	0	0.00724	0.01029	0	0.06798	0.02648	0	0	0	0.06043	0.02457	0	0.08315	0.03196	0.02334	0.0112	0	0	0	0	0.01566	0	0	0.01788	0	0	0.05266	0	0.01005	0	0	0	0.02766	0	0.00771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.07263	0	0	0	0	0	0	0	0	0	0	0	0	0.3084	0	0.09965	0	0	0	0.26126	0	0.04078	0	0	0	0	0	6.7e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0.00228	0	0	0	0	0	0	2.6e-4	0.0132	0	0	0	0	0	0.10326	0	0	0	0	0	0.01525	0	0	0	0	0	0	0	0	0	0	0.03174	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0	0.05182	0	0	0	0	0	0	0	0	0	0	0.00346	0.02051	0	0	0	0.02053	0	0	0	0.06445	0	0	0	0	0	0	0	0.00459	0	0	0	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	0	0	0.00503	0.00214	0	0	0.08582	0	0.02112	0	0	0.0044	0	0.04532	0	0.0476	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0.04135	8.6e-4	0	0	0	0	0	0	0	0	0	0.00187	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0.28306	2e-4	0	0	0	0	0	0	0	0.01887	0.03625	0	0	0	0	0	0	3.9e-4	0	0	0	0.00218	0	0.01739	8.7e-4	0.00633	0.19093	2.9e-4	0	0	0.07118	0	0	0	0.00919	0	0.01665	0	0	0	0	0	0	0	0	0	0.00802	0	0.06296	0.05477	1.4e-4	0	0.01035	0	0	0	0	0	0	0.0061	0.01306	0	0	0	0	0	0	0	0	0	0	0	0	0.22661	0	0.00114	0.00273	0	0	0	0	0	0	0	0	0	0	0	0.01585	0	0	0	0	0.00188	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0.06122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0	0	0	0.02812	0.00937	0	0	0	0	0	0.01281	0.00308	0	0	0	0	0	0	4e-4	0	0	0	0	0	0	0	0	0	0	0.01117	0	0.0099	0	0.00135	0	0	0	0	8.2e-4	0	0.03074	0	0	0.007	0	2.9e-4	0	7e-4	0.00373	0	0.19663	0	0	0	0	0.01691	0	0	0	0.00389	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0	0	0	0	0	0	0	0	0	0	0	0.09961	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7b	0	0	0	0	0	0	0	0.01266	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c	0	0.00263	0	0	0	0	0	0.01897	0	0	0	0	0	0	0	0	0.00743	0	0	0	0	0	0	0	0	0	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0.00351	0	0	0	0.01447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19394	0	0	0	0	0	0	0	0	0.01772	0.00219	0	0	0	0	0.08654	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0957	2.43757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13559	0	0	0	0	0.53941	0	0	0	1.89997	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0.01431	0	0.011	0	3.2e-4	0	0.00767	0	0	0	3.9e-4	0	0	0.00191	0	0.00225	0	0.01367	0.00155	0.01962	0	0	0.03215	6.6e-4	6.2e-4	0	0	0.02672	0.0666	0.00107	0.00498	2.4e-4	0	0.01405	0.00232	0	0.03518	0.20567	0.07566	0	0.00846	0	0	0.00546	0	6.6e-4	0	0.00128	0	0.02198	0.02826	0	0	0.17534	0.00539	0.02367	0.07013	0	0.01975	0	0.04904	0.02661	0.00908	0	0	0.0137	0.03362	0.00684	0	0	0	0	0	0.00754	0.00622	0	0.00477	0	0	0	0	0.02523	0	0	0.00137	0	0	1.3e-4	0	0.05789	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0	0	0.03617	0	8.2e-4	0	0.00421	4.9e-4	0.00289	0	0	0	0	0.05276	0	0.0957	0	0.01811	5.1e-4	0	0	0.11946	0	0.22003	7.7e-4	0.00435	0	0.01617	0.01493	8.4e-4	0.08283	0.02227	0	0.13353	0	0	0.23757	0.04284	0.00621	0	0.09577	0	0.00279	0.01804	0	0.05193	0	0.00205	0.00481	0.04117	0.02078	0	0	0.11923	0.0781	0.01825	0.14747	0	0.17688	0.00773	0.07613	0.04876	0	0.00218	0.00851	0	0.049	0.05823	0.02707	0	0	0.00369	0	0.05763	0	0	0.06002	0	0	0	0	0.01677	0	0	0.02667	0	0	0.02696	0.03013	0.14625	0.01289	0.00557	0	0.01146	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	0.08719	0	0.00433	0.1061	0.00337	0	0.35704	0.04124	0.01148	0	0	0.2645	0	0	0.04497	0	0.05869	0	0	0	0	0.02755	0	0	0	0	0.00447	0	0.00202	0	0.009	0.13141	0.02966	0	0.11897	0	0	0.01196	0.15816	0	0	0.01016	0	0	0	0.00146	0	0.03713	0.02083	0	0	0	1.07623	0.00916	0	0.04461	0	0.02002	0.01367	0.00749	3.3e-4	0	7.2e-4	0.03519	0	0	0.05801	0	0	0	0	0	0	0.00404	0	0.04576	0	0	0.05222	1.9e-4	0.12924	0	0	0	0	4.8196	0	0	0	0.02043	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0.05777	0.20793	0.09304	0.28136	0.00461	0	0.02398	2.10452	0	0.00981	0.0054	0.00731	0.31647	0.1863	0	0.03999	0.43724	0.50825	1.12799	0.04851	0	0.58171	4.11373	0.05218	0.00425	0.02874	0.00522	0.10945	5.64881	0.00627	0.01157	0.58804	0	2.30239	0.08081	0.00556	4.98991	1.05741	0.10382	0	0.06393	0.01313	0.0265	3.84577	0.00936	0.09845	0.01299	9.9e-4	0.01366	0.90943	0.13698	0.03475	0.07282	2.61957	0.36969	0.01073	1.09763	0.01459	1.00355	0.02247	0.7499	0.2013	0.04836	0.07231	0.04628	0.06029	1.00893	0.78065	0.05708	0	0.10042	0.00283	0	0.10426	3.95282	0	0.09034	0.00686	0	0.6707	0.00136	0.14893	0.1016	0.002	0.04783	0.04587	0	0.27682	0.01568	1.86078	0.07609	0.01906	0.00142	0.795	0	0.01034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0	0	0	0	0	0	0.00957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0	0	0	0	0	0	0.01922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0.01479	0	0.01502	0	0	0	0.00725	0	0	5.4e-4	0.00718	0	0	0.04474	0	0.03063	0.01449	0.00182	0.00255	0.05176	0.01362	0	0.1334	0.08143	0.00279	3.8e-4	5.1e-4	0.01436	0.01737	0.00314	0.02179	0.01982	0	0.06145	0	0	0.02442	0.05211	0.02093	0	0.01962	0	0.01335	0.01383	0.00187	0.07609	0	0.00359	9e-4	0.00717	0.04782	0.00214	0.00122	0.05007	0.00739	0.01275	0	0	0.11357	0.01145	0.00795	0.01504	0	0.01432	0	0.13909	0.04523	0.03102	0.02748	7.6e-4	0.01644	0	0	0.02331	0	0	0.06979	0	0	0	0	0.03392	0	0	0.02087	0	0	0.01378	0.01133	0.06019	0	0.0069	0	0.00282	0	0.01073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0.23997	0	0	0	0.00365	0	0	0.00121	0	0	0	0	0.00532	0	0	0	0.00932	0	0.08177	0.00391	0	0	6.5958	0.02491	0	9.4e-4	0	7.4e-4	0.10304	0	0.03459	0	0	0.06576	0.00602	0	0.05725	0.00109	0.10861	0	0.02256	0	0	0.00353	0	0.17282	0.00245	0.02245	0	0.16237	0	0	4.4e-4	0.22496	0.01013	0.21742	0	0	0.09174	0	0.0898	0.00848	0.02758	0	0	0.11649	1.9e-4	0	0	0	0	0	0	0.0227	0.03576	0	0.02946	0	0	0.02178	0	0	0	0	0	0	0	0	0	0.34503	4.2e-4	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0	0	0.06329	0	0.00114	0	0.00449	4.1e-4	0	0	0	0	0	0.09591	0.24509	0.00306	0	0.00146	0	0.00771	0	0.13643	2.3288	0.02496	0	0	0	0.07581	0.05957	0.00526	0.01175	0.0089	0	0.29644	0	0	0.06087	0.06693	0.12563	0	0.01201	0	5.9e-4	0.00439	0	0.02364	0.0021	0	0.00156	0.00344	0.05402	0	0.00242	0.16888	0.03026	0.09542	0	0	0.20355	0	0.22383	0.0382	0.04548	0.0273	0	0.07248	0.08406	0.02914	0.01033	0	0	0	0	0.01665	0.03319	0.0499	0.01602	0	0	0.05808	0	0.02077	0	0	0.00303	0	0	0.02986	0.0141	0.11761	0.00731	0.00505	0	0.00485	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_hiranonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03191	0	0	0	0	0	0	0	0	0	0.00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0	0.01609	0.00569	0.00699	0	0	0	0.00239	0	0	0	3.3e-4	0	0	0.01668	0.00691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269	0.00368	0	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0	0	0	0	0	0.00104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	0	0	0.06576	0	0.0516	0.04395	0.08194	0	0.01736	0.00453	0	0.0064	0	1.29826	0	0	0	0.13556000000000001	0.00544	0	1.39286	0.01356	0	0	0.33781	0.02061	0.01098	0.02155	0	0.07216	0	0.00561	0.16145	0	0	0.01821	0.34958	0.0406	0.41764	0	0.01588	0	0.00654	0.04183	0	0	0.01794	0.00569	0.05875	0.06071	0	0.02051	0.00493	2.90372	0.62133	0	0.12093	0	0	0.00254	0.04316	0.00892	0	0.18315	0	0.06948	0.18288	0	2.60663	0	0.01467	0.15428	0.00696	0.24451	0	0.02819	0	0.06017	0	0	0	0	0	0.04709	0.01274	0	0	0.33641	0.02083	0	0	0.00333	3.79408	0.09095	0.0014	0.00213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0	0	0.70374	2.09036	0	0	0.00284	1.3835	0	0	0	0.03144	1.15905	0	0.25318	0	3.65195	0	1.97155	0	0	0	0.09433	0	0	0.00829	0	0	1.79729	0	1.15953	0	0	0	0.4717	0	0	0.0786	0.30223	0	0	1.50689	0	0	0	0	0	0	0	0	0	0	0	0.74323	0	0	0	0	2.05259	0	0	0	0.00119	0	0.1002	0	1.74738	0	0	0	0	0	0	0	0	0	0	0	0.67903	0.4106	0	0	0	0	0	0.0031	0	0.00376	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0.11147	0	0.04459	0	0.01053	0	0	0	0	0	2.77563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35411	0	0	0.01039	0	0	0	0	0	0	0	0	0.07811	0	0	0	0	0	0	0	6.8e-4	0	0	0	0	0	0	0	0	0	0	0	6.43944	0	0	0	0	0	0	0	0.19795	0	0	0	0	0	0.00428	0.15134	0	0	2.41499	0	0	0.32526	0	0	0.59948	0	0	9.76403	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0	0.00764	0.06907	0.98697	0	0	0.11811	0.0374	0	0	0	0.16536	0.1003	0.00457	0.17135	0.01675	0.13574	0	0.07942	0.01073	0	0.011	0.10023	0	0	0	0	0	0.02817	0	0.15683	0	0	0.14613	0.0463	0	0.61435	0.28157	0.019	0	0	0.10789	0	0.02397	0	0	0	0	0	0.03447	0.05148	0	0.00553	0.10179	0	0.18096	0	0	0.59262	0	0.05529	0	0.03759	0	0.0123	0.00382	0.23366	0	0	0	0	0.00992	0	0	0	0	0	0	0.57871	0.10348	0	0	0	0	0	0	0.00437	0	0	0.00807	0	0	0	0.01349	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	0	0	0	0	0	0	0.00172	0	0	0	0	0	0	0.02879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7e-4	0	0	0	0.01434	0	0.00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0076	1.21675	0	0	0	0.91181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13572	0	0	0.85886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
